ligand,receptor,source,target,ligand_expr,receptor_expr,score,pvalue
C5,C5AR1,5,7,0.23722627737226276,0.12953367875647667,0.030728792405733514,0.021956087824351298
CD80,CTLA4,4,3,0.16062176165803108,0.19078947368421054,0.030644941368966457,0.001996007984031936
CCL21,CCR7,5,4,0.19343065693430658,0.15803108808290156,0.030568057183918917,0.001996007984031936
CD80,CTLA4,3,3,0.1600877192982456,0.19078947368421054,0.030543051708217913,0.001996007984031936
CCL21,CCR7,8,4,0.19186046511627908,0.15803108808290156,0.03031991806241716,0.003992015968063872
CCL19,CCR7,4,1,0.3601036269430052,0.084,0.030248704663212438,0.04590818363273453
IL2,IL2RA,4,9,0.09326424870466321,0.32142857142857145,0.02997779422649889,0.001996007984031936
C5,C5AR1,3,1,0.14912280701754385,0.2,0.02982456140350877,0.001996007984031936
CCL19,CCR7,3,1,0.3530701754385965,0.084,0.029657894736842105,0.031936127744510975
IL15,IL15RA,6,9,0.08888888888888889,0.32857142857142857,0.029206349206349208,0.001996007984031936
C5,C5AR1,2,4,0.10021321961620469,0.29015544041450775,0.02907741087309566,0.00998003992015968
CD80,CD28,9,8,0.29285714285714287,0.09883720930232558,0.02894518272425249,0.003992015968063872
IL2,IL2RA,5,9,0.08759124087591241,0.32142857142857145,0.02815432742440042,0.001996007984031936
CD80,CD28,1,4,0.094,0.2927461139896373,0.027518134715025906,0.001996007984031936
CD80,CTLA4,5,9,0.10948905109489052,0.25,0.02737226277372263,0.001996007984031936
CXCL13,CXCR5,1,8,0.66,0.040697674418604654,0.026860465116279073,0.005988023952095809
WNT7B,FZD1,3,1,0.07675438596491228,0.346,0.026557017543859647,0.04790419161676647
IL15,IL15RA,5,1,0.17883211678832117,0.148,0.026467153284671533,0.001996007984031936
CXCL13,CXCR5,4,4,0.17098445595854922,0.15284974093264247,0.026134929796773065,0.003992015968063872
CXCL13,CXCR5,9,9,0.4,0.06428571428571428,0.025714285714285714,0.03992015968063872
CCL21,CCR7,3,3,0.13157894736842105,0.19298245614035087,0.02539242843951985,0.005988023952095809
CD80,CD28,4,3,0.16062176165803108,0.15789473684210525,0.02536133078811017,0.001996007984031936
CD80,CD28,3,3,0.1600877192982456,0.15789473684210525,0.025277008310249306,0.001996007984031936
CCL21,CCR7,2,3,0.1300639658848614,0.19298245614035087,0.02510006359181536,0.001996007984031936
CXCL13,CXCR5,3,9,0.39035087719298245,0.06428571428571428,0.025093984962406012,0.02594810379241517
CD80,CTLA4,5,1,0.10948905109489052,0.228,0.024963503649635038,0.001996007984031936
CCL21,CCR7,5,9,0.19343065693430658,0.12857142857142856,0.0248696558915537,0.023952095808383235
CCL21,CCR7,8,9,0.19186046511627908,0.12857142857142856,0.024667774086378737,0.0499001996007984
CD80,CD28,5,5,0.10948905109489052,0.22262773722627738,0.024375299696307744,0.00998003992015968
CXCL13,CXCR5,4,3,0.17098445595854922,0.14035087719298245,0.023997818380147258,0.001996007984031936
IL15,IL15RA,4,5,0.2979274611398964,0.08029197080291971,0.023921183011232555,0.001996007984031936
IL15,IL15RA,4,3,0.2979274611398964,0.07894736842105263,0.023520589037360238,0.001996007984031936
CD80,CTLA4,1,9,0.094,0.25,0.0235,0.003992015968063872
CCL21,CCR7,4,7,0.44041450777202074,0.05181347150259067,0.022819404547773092,0.03592814371257485
CXCL13,CXCR5,1,2,0.66,0.03411513859275053,0.022515991471215354,0.007984031936127744
CD80,CTLA4,9,5,0.29285714285714287,0.07664233576642336,0.022445255474452558,0.003992015968063872
CD80,CTLA4,9,8,0.29285714285714287,0.0755813953488372,0.02213455149501661,0.001996007984031936
CD80,CD28,8,4,0.0755813953488372,0.2927461139896373,0.02212615977828654,0.015968063872255488
CCL21,CCR7,4,2,0.44041450777202074,0.04904051172707889,0.02159815283316946,0.017964071856287425
IL15,IL15RA,8,1,0.14534883720930233,0.148,0.021511627906976746,0.003992015968063872
CD80,CTLA4,1,1,0.094,0.228,0.021432,0.001996007984031936
CD80,CD28,6,9,0.03111111111111111,0.6857142857142857,0.021333333333333333,0.031936127744510975
IL15,IL15RA,5,4,0.17883211678832117,0.11917098445595854,0.021311599410007185,0.001996007984031936
CCL21,CCR7,3,5,0.13157894736842105,0.16058394160583941,0.021129466000768343,0.02594810379241517
CD80,CD28,1,5,0.094,0.22262773722627738,0.020927007299270075,0.001996007984031936
CD80,CTLA4,5,3,0.10948905109489052,0.19078947368421054,0.020889358432577797,0.001996007984031936
CCL21,CCR7,2,5,0.1300639658848614,0.16058394160583941,0.020886184302678475,0.023952095808383235
IL15,IL15RA,5,8,0.17883211678832117,0.11627906976744186,0.02079443218468851,0.001996007984031936
CCL21,CCR7,3,4,0.13157894736842105,0.15803108808290156,0.020793564221434416,0.03792415169660679
IL2,IL2RA,9,9,0.06428571428571428,0.32142857142857145,0.020663265306122447,0.001996007984031936
CCL21,CCR7,2,4,0.1300639658848614,0.15803108808290156,0.020554150049162036,0.043912175648702596
CD80,CTLA4,9,4,0.29285714285714287,0.06994818652849741,0.020484826054774242,0.003992015968063872
CXCL13,CXCR5,3,1,0.39035087719298245,0.052,0.020298245614035086,0.031936127744510975
IL2,IL2RA,3,9,0.06140350877192982,0.32142857142857145,0.019736842105263157,0.001996007984031936
CD80,CD28,7,4,0.06735751295336788,0.2927461139896373,0.019718650165105104,0.033932135728542916
CD80,CTLA4,8,9,0.0755813953488372,0.25,0.0188953488372093,0.011976047904191617
CD80,CTLA4,10,9,0.07246376811594203,0.25,0.018115942028985508,0.033932135728542916
CD80,CTLA4,1,3,0.094,0.19078947368421054,0.017934210526315792,0.001996007984031936
IL15,IL15RA,8,4,0.14534883720930233,0.11917098445595854,0.017321364019761417,0.005988023952095809
CD80,CTLA4,8,1,0.0755813953488372,0.228,0.017232558139534882,0.003992015968063872
CD80,CD28,4,1,0.16062176165803108,0.106,0.017025906735751294,0.03992015968063872
CD80,CD28,3,1,0.1600877192982456,0.106,0.016969298245614033,0.043912175648702596
IL15,IL15RA,8,8,0.14534883720930233,0.11627906976744186,0.016901027582477017,0.013972055888223553
CD80,CTLA4,7,9,0.06735751295336788,0.25,0.01683937823834197,0.013972055888223553
CD80,CTLA4,10,1,0.07246376811594203,0.228,0.016521739130434785,0.03792415169660679
CD80,CTLA4,7,1,0.06735751295336788,0.228,0.015357512953367876,0.00998003992015968
IL15,IL15RA,3,9,0.046052631578947366,0.32857142857142857,0.01513157894736842,0.003992015968063872
IL15,IL15RA,9,6,0.40714285714285714,0.035555555555555556,0.014476190476190476,0.023952095808383235
CD80,CTLA4,8,3,0.0755813953488372,0.19078947368421054,0.014420134638922888,0.02594810379241517
IL15,IL15RA,5,5,0.17883211678832117,0.08029197080291971,0.014358783099792211,0.007984031936127744
IL15,IL15RA,5,3,0.17883211678832117,0.07894736842105263,0.014118325009604303,0.00998003992015968
IL15,IL15RA,6,1,0.08888888888888889,0.148,0.013155555555555556,0.011976047904191617
IL2,IL2RA,4,1,0.09326424870466321,0.138,0.012870466321243524,0.001996007984031936
IL2,IL2RA,5,1,0.08759124087591241,0.138,0.012087591240875915,0.001996007984031936
IL15,IL15RA,8,3,0.14534883720930233,0.07894736842105263,0.011474908200734393,0.043912175648702596
IL2,IL2RA,6,9,0.03111111111111111,0.32142857142857145,0.01,0.001996007984031936
IL2,IL2RA,9,1,0.06428571428571428,0.138,0.008871428571428572,0.001996007984031936
IL2,IL2RA,3,1,0.06140350877192982,0.138,0.008473684210526316,0.001996007984031936
IL2,IL2RA,4,4,0.09326424870466321,0.09067357512953368,0.008456602861821793,0.001996007984031936
IL2,IL2RA,5,4,0.08759124087591241,0.09067357512953368,0.007942210960251125,0.001996007984031936
IL2,IL2RA,8,9,0.023255813953488372,0.32142857142857145,0.007475083056478406,0.003992015968063872
IL2,IL2RA,7,9,0.02072538860103627,0.32142857142857145,0.006661732050333088,0.005988023952095809
IL2,IL2RA,9,4,0.06428571428571428,0.09067357512953368,0.005829015544041451,0.003992015968063872
IL2,IL2RA,3,4,0.06140350877192982,0.09067357512953368,0.005567675665848559,0.001996007984031936
IL2,IL2RA,4,5,0.09326424870466321,0.058394160583941604,0.005446087515600771,0.001996007984031936
IL2,IL2RA,5,5,0.08759124087591241,0.058394160583941604,0.005114816985454739,0.007984031936127744
IL2,IL2RA,4,3,0.09326424870466321,0.046052631578947366,0.004295064085083174,0.00998003992015968
IL2,IL2RA,6,1,0.03111111111111111,0.138,0.004293333333333334,0.015968063872255488
IL2,IL2RA,5,3,0.08759124087591241,0.046052631578947366,0.004033807145601229,0.017964071856287425
